iter	Logloss
0	0.6242812944
1	0.5738971754
2	0.5192879001
3	0.480515068
4	0.444855764
5	0.4032437094
6	0.3708749366
7	0.3403944302
8	0.3083306026
9	0.2796811311
10	0.2601841754
11	0.2346949524
12	0.2154125402
13	0.1992703012
14	0.1856091778
15	0.1710055265
16	0.157682449
17	0.1464588864
18	0.137246803
19	0.126310488
20	0.1178183585
21	0.1088230543
22	0.1013790728
23	0.0932205843
24	0.08586214658
25	0.07916249232
26	0.07305666016
27	0.06793465498
28	0.06374815382
29	0.05969205084
30	0.05505401921
31	0.05199580316
32	0.04938163522
33	0.04650218702
34	0.04404112348
35	0.04136777364
36	0.03842864612
37	0.03606211105
38	0.03363590812
39	0.03207597082
40	0.0297184126
41	0.02768667051
42	0.0252677833
43	0.02402469361
44	0.02245913576
45	0.02159586164
46	0.02043230457
47	0.01934626524
48	0.01867246335
49	0.01797476348
50	0.01722960592
51	0.01668761553
52	0.01594384878
53	0.01538547369
54	0.01484593897
55	0.01405170136
56	0.01350457938
57	0.01304241986
58	0.012433516
59	0.01200904699
60	0.01146106811
61	0.0111051183
62	0.0102958659
63	0.009890016347
64	0.009633866686
65	0.009366922708
66	0.009157768678
67	0.008979422129
68	0.008611458324
69	0.008419519916
70	0.008031686355
71	0.007845093533
72	0.007698726177
73	0.00746889209
74	0.007280623172
75	0.007121651399
76	0.006790850845
77	0.006610885453
78	0.006462420648
79	0.006313968949
80	0.006204843332
81	0.006053984746
82	0.005922462961
83	0.005802595478
84	0.005634008564
85	0.005541243338
86	0.005435917166
87	0.005100415958
88	0.005014510452
89	0.004914291254
90	0.004826818679
91	0.004701047505
92	0.004637996654
93	0.004549026902
94	0.004443977678
95	0.004299823794
96	0.004248317491
97	0.004151793163
98	0.004098068584
99	0.004025711194
100	0.003929816154
101	0.003849397828
102	0.00379393954
103	0.00368341865
104	0.003632768472
105	0.003579227599
106	0.003410533909
107	0.003371284313
108	0.003326097612
109	0.003286334882
110	0.003227731685
111	0.003182858117
112	0.003150851301
113	0.00311753851
114	0.003085722896
115	0.00304236419
116	0.002999016674
117	0.002968116465
118	0.002913859801
119	0.002874143588
120	0.002850454961
121	0.002823585935
122	0.00277577716
123	0.002740342477
124	0.002710429093
125	0.002688532716
126	0.00265419679
127	0.00263100373
128	0.002601463631
129	0.002553690308
130	0.002528291398
131	0.002505476709
132	0.002488065744
133	0.002458347619
134	0.002419131547
135	0.002400113231
136	0.002381070473
137	0.002362905214
138	0.002340792753
139	0.00232093985
140	0.002306876322
141	0.002287318549
142	0.002265749278
143	0.002235342904
144	0.002217283693
145	0.00219053363
146	0.002166111001
147	0.002135941006
148	0.002119974783
149	0.002098832221
150	0.002053006157
151	0.002033580157
152	0.002010883247
153	0.001983706374
154	0.001962940047
155	0.001938383916
156	0.001911231929
157	0.00187755431
158	0.001865773863
159	0.001852464963
160	0.001829495897
161	0.001810103275
162	0.001773210383
163	0.001760869796
164	0.001745293743
165	0.001733662463
166	0.001712506652
167	0.001700025456
168	0.001668577629
169	0.001644027989
170	0.001626753381
171	0.001615067956
172	0.001603746384
173	0.001586921687
174	0.001565002186
175	0.001551971773
176	0.001541816429
177	0.001526030109
178	0.001512566418
179	0.001502228468
180	0.001490731491
181	0.001475896331
182	0.00145273839
183	0.001430817327
184	0.001413040222
185	0.001406379689
186	0.00139731403
187	0.001390670461
188	0.001382585812
189	0.001372507058
190	0.001353094095
191	0.001340019749
192	0.001333229963
193	0.001322130178
194	0.001316027011
195	0.001306852524
196	0.001294133195
197	0.001287241141
198	0.001267711185
199	0.001248328413
200	0.001236336492
201	0.001229693329
202	0.001220500437
203	0.001214542246
204	0.001205196362
205	0.001197657934
206	0.001188412598
207	0.001178225835
208	0.001167552433
209	0.001154893872
210	0.001147332591
211	0.00113914548
212	0.001132976338
213	0.001128215316
214	0.001124243008
215	0.001112670883
216	0.001106221347
217	0.001093972007
218	0.001086379513
219	0.001076292626
220	0.001063161997
221	0.0010573101
222	0.001050941558
223	0.001042801281
224	0.001038507212
225	0.001032731258
226	0.001024724491
227	0.001014546588
228	0.001007298549
229	0.001001612843
230	0.0009983869453
231	0.0009947820414
232	0.0009907558535
233	0.0009845951158
234	0.000980106999
235	0.0009735605982
236	0.0009674436501
237	0.0009611806466
238	0.0009547901823
239	0.0009484779267
240	0.0009441551953
241	0.0009382687462
242	0.0009336284357
243	0.0009212663793
244	0.0009187757738
245	0.000914886178
246	0.0009105990504
247	0.0009062653062
248	0.0009015798377
249	0.0008952443997
250	0.0008912337774
251	0.0008827136587
252	0.0008796502408
253	0.0008772518402
254	0.000873676078
255	0.0008690245604
256	0.0008575602421
257	0.0008549622147
258	0.0008518942875
259	0.0008488339907
260	0.0008459499748
261	0.0008435298484
262	0.0008390104738
263	0.0008368886727
264	0.0008339288355
265	0.0008296213134
266	0.0008101908231
267	0.0008055745797
268	0.000800262428
269	0.0007956462696
270	0.0007931085349
271	0.0007901735468
272	0.0007866141549
273	0.0007837899762
274	0.0007814085485
275	0.0007789583244
276	0.0007730670645
277	0.0007704834614
278	0.000767208951
279	0.0007643886289
280	0.0007621482809
281	0.0007590250373
282	0.0007567536436
283	0.0007543498193
284	0.0007510137848
285	0.0007476661035
286	0.0007424531621
287	0.0007389859488
288	0.0007338157333
289	0.0007313612502
290	0.0007276781092
291	0.0007248801524
292	0.0007167297819
293	0.0007133729544
294	0.0007110530251
295	0.0007084723336
296	0.000706149442
297	0.0007044195227
298	0.0007010126192
299	0.0006994259241
