iter	Logloss
0	0.6335048539
1	0.5649315512
2	0.5015519856
3	0.454660117
4	0.4043984575
5	0.3641400328
6	0.3275109244
7	0.2981517242
8	0.2700387012
9	0.2475891702
10	0.2257591908
11	0.2050739375
12	0.1869114282
13	0.165960664
14	0.1524694819
15	0.137838311
16	0.1238599114
17	0.1144152032
18	0.1060935962
19	0.09816176173
20	0.09155616853
21	0.08551297877
22	0.07809545207
23	0.07243277023
24	0.06652178274
25	0.06158249323
26	0.05780131102
27	0.05407384496
28	0.05059951769
29	0.0467503575
30	0.04342551201
31	0.0399376926
32	0.03756749373
33	0.03513099757
34	0.03310223847
35	0.03074398385
36	0.02909712411
37	0.02761630335
38	0.02645262496
39	0.02514092943
40	0.02342982054
41	0.02190034591
42	0.02060820985
43	0.01952542528
44	0.01833525451
45	0.01735738111
46	0.01611558362
47	0.01535288396
48	0.0145775184
49	0.01399927917
50	0.01340484696
51	0.01288181294
52	0.01221202276
53	0.0116500239
54	0.01116967873
55	0.01064235115
56	0.01021378511
57	0.009928738745
58	0.009490236724
59	0.009239450535
60	0.008934611338
61	0.008578173319
62	0.008317313007
63	0.008015251109
64	0.00781151078
65	0.007577846325
66	0.007370220683
67	0.007082530314
68	0.006818886498
69	0.006616003257
70	0.006450024748
71	0.006287557667
72	0.006151520534
73	0.005968592715
74	0.005810352113
75	0.005699535473
76	0.005561746364
77	0.005437407568
78	0.005339141331
79	0.005228992239
80	0.005099612332
81	0.005005322369
82	0.004921949007
83	0.004907167335
84	0.004798318957
85	0.00469400354
86	0.004573866832
87	0.004454481951
88	0.004383719347
89	0.004290535529
90	0.004229236059
91	0.004134605963
92	0.004060950987
93	0.004060950562
94	0.00399770186
95	0.003895556466
96	0.003812919764
97	0.003741937249
98	0.003672632643
99	0.003600294404
100	0.00352709436
101	0.003486534611
102	0.00343221443
103	0.003356570947
104	0.003334880695
105	0.003284452177
106	0.003236032753
107	0.003183067777
108	0.003123540762
109	0.003123524692
110	0.003109660382
111	0.003072642021
112	0.003061075809
113	0.003053404286
114	0.003002042086
115	0.002995779423
116	0.002990424656
117	0.00293624567
118	0.002934495123
119	0.002924602816
120	0.00291371107
121	0.002879617625
122	0.002863075721
123	0.002822575764
124	0.002822562894
125	0.002822560878
126	0.002822555716
127	0.002816477577
128	0.002812446667
129	0.002806361157
130	0.002758159177
131	0.002749009701
132	0.002744942471
133	0.002744926564
134	0.002744924912
135	0.002702810758
136	0.002702808554
137	0.002698067048
138	0.002656805137
139	0.002606996797
140	0.002569961955
141	0.002563624862
142	0.00252297874
143	0.002515799702
144	0.002508526944
145	0.002508468693
146	0.002495888252
147	0.002460637322
148	0.002454040592
149	0.00244930871
150	0.002438679728
151	0.002438674658
152	0.002383434061
153	0.002372976784
154	0.002364390101
155	0.002364389997
156	0.002350528837
157	0.00231364928
158	0.002307025227
159	0.002307020533
160	0.002297460688
161	0.002289782543
162	0.002282366396
163	0.002271194752
164	0.002263905567
165	0.002258439733
166	0.002245373865
167	0.002245317992
168	0.002245317992
169	0.002219218182
170	0.002219213296
171	0.002213060394
172	0.002205350059
173	0.002202116111
174	0.002202112466
175	0.002174483482
176	0.002163868971
177	0.002163862684
178	0.002163862684
179	0.002158681292
180	0.002138688616
181	0.00211629426
182	0.002110116238
183	0.002110116238
184	0.002110115786
185	0.002110111357
186	0.002110107486
187	0.002110106116
188	0.002105275224
189	0.002105272073
190	0.002105266205
191	0.00210526298
192	0.002089360346
193	0.00208745988
194	0.002081499352
195	0.002081494814
196	0.002081486167
197	0.002076139845
198	0.002076139845
199	0.002042280882
200	0.002042278182
201	0.002008022083
202	0.002008019434
203	0.002000886907
204	0.002000882644
205	0.002000881588
206	0.001994913945
207	0.001994845025
208	0.001994839278
209	0.001994834201
210	0.001987819853
211	0.001987818928
212	0.001982138515
213	0.001977014683
214	0.001959414754
215	0.001934758836
216	0.001934757062
217	0.001926356724
218	0.001920680657
219	0.001920677627
220	0.001920675628
221	0.001895467976
222	0.001895463597
223	0.00187162236
224	0.001871621589
225	0.001854767826
226	0.001854767569
227	0.001854760341
228	0.00184925674
229	0.00184925674
230	0.001849256516
231	0.001844380622
232	0.001844379511
233	0.001838857617
234	0.001838855345
235	0.001838848666
236	0.001838843502
237	0.001838840933
238	0.001838840256
239	0.001834414604
240	0.00183441287
241	0.001826896406
242	0.001826895388
243	0.00182181874
244	0.001821814906
245	0.001821813149
246	0.001790617147
247	0.001790616613
248	0.001790602694
249	0.001790589602
250	0.001790583625
251	0.001784747795
252	0.001784745547
253	0.001779192821
254	0.001779183177
255	0.001779170822
256	0.001773350038
257	0.001773349993
258	0.001773343031
259	0.001773341512
260	0.001773320282
261	0.001773320256
262	0.001767507707
263	0.001767505114
264	0.001767504481
265	0.00176748892
266	0.00176748686
267	0.001767475856
268	0.001747125505
269	0.001747119626
270	0.001747111364
271	0.001747109532
272	0.001747103981
273	0.001747103101
274	0.001725685376
275	0.001725683451
276	0.001725680237
277	0.001724225094
278	0.001717778041
279	0.0017111262
280	0.001711118741
281	0.001711117567
282	0.001711115129
283	0.001711114704
284	0.001711114704
285	0.001711114504
286	0.001711107006
287	0.001711101995
288	0.00171110079
289	0.001711096606
290	0.001711094718
291	0.001711080232
292	0.001692377877
293	0.001674497383
294	0.00167373056
295	0.001673721915
296	0.00167372145
297	0.001667326425
298	0.001667317103
299	0.001661095883
300	0.001661095883
301	0.001661088763
302	0.001661085625
303	0.00166108313
304	0.001661076065
305	0.001661073935
306	0.001661073593
307	0.001661068357
308	0.001661066763
309	0.00166106266
310	0.001661062357
311	0.001661061289
312	0.001661061289
313	0.001661060483
314	0.001661055747
315	0.001661050193
316	0.001661039052
317	0.001655246312
318	0.001655245021
319	0.001655244275
320	0.001655240001
321	0.001655239254
322	0.001655237015
323	0.001655234795
324	0.001650341077
325	0.001650340857
326	0.001650339772
327	0.001650331929
328	0.001650321387
329	0.001650320808
330	0.001650320808
331	0.001650319831
332	0.001646795536
333	0.001646792811
334	0.00164679246
335	0.001646786135
336	0.001646784199
337	0.001646783076
338	0.001642389341
339	0.001642384055
340	0.001642376974
341	0.001642374821
342	0.001642372684
343	0.001642370102
344	0.001642362598
345	0.001642360434
346	0.001642360325
347	0.001642354861
348	0.001642353654
349	0.001642348089
350	0.001642345912
351	0.001642329555
352	0.001642328159
353	0.001642314911
354	0.001642313122
355	0.001642307847
356	0.001642302137
357	0.001642299587
358	0.001642292309
359	0.001642288599
360	0.001642285084
361	0.001642278659
362	0.001642274935
363	0.0016422728
364	0.001642271093
365	0.001642267608
366	0.001642261356
367	0.001642261356
368	0.001642256771
369	0.001642131535
370	0.001642130353
371	0.001642127559
372	0.001642125109
373	0.001642107417
374	0.00164210496
375	0.001642101205
376	0.001642092361
377	0.001642090909
378	0.001642081832
379	0.001642080891
380	0.001642080891
381	0.001642058145
382	0.001642052568
383	0.001641941938
384	0.001641849526
385	0.00164184901
386	0.001641848407
387	0.001641846356
388	0.001641843933
389	0.001641841858
390	0.001641840294
391	0.001641838105
392	0.001641831586
393	0.001641830372
394	0.001641828688
395	0.001641827034
396	0.001641826368
397	0.001641779624
398	0.001641767211
399	0.001635903425
